ID_Uzorka;GPS_LAT;GPS_LONG
283;18,461999;77,376231
284;18,48833;77,391889
285;18,476861;77,384381
286;18,472793;77,376791
287;18,482423;77,389604
288;18,466719;77,39474
289;18,517538;77,376698
290;18,473884;77,385175
291;18,483755;77,399637
292;18,471378;77,380408
293;18,479309;77,382295
294;18,489828;77,40949
295;18,477337;77,386841
296;18,47843;77,375435
297;18,475627;77,392624
298;18,505631;77,387928
299;18,4864;77,394345
300;18,47261;77,380093
301;18,475454;77,403267
302;18,482013;77,375616
303;18,478204;77,400881
304;18,494608;77,381617
305;18,463283;77,390058
306;18,487797;77,395306
307;18,476426;77,381786
308;18,485937;77,391362
309;18,465608;77,408412
310;18,473948;77,403237
311;18,481306;77,386762
312;18,473985;77,395786
313;18,477815;77,388319
314;18,486557;77,392568
315;18,469982;77,388215
316;18,488186;77,384039
317;18,491383;77,378903
318;18,46137;77,386851
319;18,469433;77,371119
320;18,496105;77,389074
321;18,491502;77,409522
322;18,48531;77,387515
323;18,469747;77,380368
324;18,482788;77,393671
325;18,487496;77,383598
326;18,482413;77,395834
327;18,48021;77,409441
328;18,460882;77,390447
329;18,480015;77,398244
330;18,4716;77,372547
331;18,468453;77,395915
332;18,481623;77,378638
333;18,476368;77,395168
334;18,477602;77,387851
335;18,488918;77,405624
336;18,481985;77,383399
337;18,491322;77,385844
338;18,472388;77,390761
339;18,479931;77,381454
340;18,492797;77,382385
341;18,498301;77,386522
342;18,473913;77,389522
343;18,49376;77,375829
344;18,485515;77,380223
345;18,492506;77,405027
346;18,480847;77,382993
347;18,485023;77,38965
348;18,481565;77,402641
349;18,487889;77,385905
350;18,49132;77,378551
351;18,489839;77,394233
352;18,487549;77,377047
353;18,492988;77,395873
354;18,488312;77,383533
355;18,492622;77,376773
356;18,460324;77,390191
357;18,461177;77,382326
358;18,479495;77,376503
359;18,486305;77,372885
360;18,485499;77,399109
361;18,460033;77,382044
362;18,497236;77,388082
363;18,492518;77,392936
364;18,460338;77,389313
365;18,475725;77,395615
366;18,465835;77,389914
367;18,483177;77,387547
368;18,449873;77,404896
369;18,490033;77,391028
370;18,488426;77,379644
371;18,476839;77,401171
372;18,470984;77,388036
373;18,469143;77,378327
374;18,488599;77,411906
375;18,488264;77,381588
376;18,495649;77,397107
377;18,488183;77,40052
378;18,475084;77,410012
379;18,487091;77,381587
380;18,480879;77,391117
381;18,48454;77,402268
382;18,475423;77,409254
383;18,479991;77,408202
384;18,471783;77,394068
385;18,475775;77,392836
386;18,48266;77,389927
387;18,479761;77,386344
388;18,478382;77,383391
389;18,471479;77,402675
390;18,484519;77,389059
391;18,484328;77,383332
392;18,477093;77,385889
393;18,46267;77,39888
394;18,483337;77,381732
395;18,474195;77,381911
396;18,473175;77,391368
397;18,4738;77,387977
398;18,484513;77,389516
399;18,476596;77,392461
400;18,494686;77,372901
401;18,492391;77,380279
402;18,476753;77,361266
403;18,476863;77,397051
404;18,483438;77,380878
405;18,462318;77,386191
406;18,489008;77,40406
407;18,494569;77,402811
408;18,484274;77,365912
409;18,490841;77,391727
410;18,490774;77,405684
411;18,489095;77,391147
412;18,481426;77,377415
413;18,4822;77,389468
414;18,478577;77,379286
415;18,488155;77,373053
416;18,495674;77,383597
417;18,487996;77,374171
418;18,472927;77,380991
419;18,48694;77,387953
420;18,477324;77,399856
421;18,501969;77,374534
422;18,469153;77,372642
423;18,463612;77,382488
424;18,477248;77,395453
425;18,475746;77,397981
426;18,466108;77,382745
427;18,483826;77,411908
428;18,490265;77,402564
429;18,47104;77,383841
430;18,487017;77,391995
431;18,479986;77,395462
432;18,483043;77,392809
433;18,475507;77,400448
434;18,469805;77,401582
435;18,47814;77,387837
436;18,470218;77,39378
437;18,490679;77,392766
438;18,484007;77,396168
439;18,476708;77,384641
440;18,484004;77,388055
441;18,475307;77,379964
442;18,494468;77,387913
443;18,481763;77,380136
444;18,474585;77,397534
445;18,477765;77,389529
446;18,50051;77,409059
447;18,475599;77,371998
448;18,469818;77,383079
449;18,492358;77,384453
450;18,475662;77,382627
451;18,486961;77,388767
452;18,483071;77,400416
453;18,473949;77,375444
454;18,481394;77,386357
455;18,486116;77,391405
456;18,491548;77,390264
457;18,489268;77,3735
458;18,48097;77,390926
459;18,473679;77,375418
460;18,480288;77,390056
461;18,479493;77,391678
462;18,460288;77,39226
463;18,495924;77,383464
464;18,479713;77,376253
465;18,477736;77,400156
466;18,478149;77,385223
467;18,478765;77,389044
468;18,483573;77,390071
469;18,480026;77,37389
470;18,482964;77,379927
471;18,487002;77,391742
472;18,484146;77,403073
473;18,475143;77,392897
474;18,510586;77,394403
475;18,49064;77,397558
476;18,474254;77,376168
477;18,476075;77,384219
478;18,488018;77,388159
479;18,483876;77,390426
480;18,483154;77,370104
481;18,483728;77,388421
482;18,475414;77,372953
483;18,481783;77,378439
484;18,487905;77,387626
485;18,484119;77,391848
486;18,49637;77,384107
487;18,463818;77,381578
488;18,486572;77,397724
489;18,478601;77,387039
490;18,467253;77,392348
491;18,45875;77,386631
492;18,493181;77,394464
493;18,468049;77,375298
494;18,484993;77,379761
495;18,48691;77,397846
496;18,497748;77,39592
497;18,49338;77,385015
498;18,483909;77,380834
499;18,490932;77,3992
500;18,463603;77,385148
501;18,486089;77,395975
502;18,476046;77,399206
503;18,488189;77,395615
504;18,480592;77,377975
505;18,468048;77,381485
506;18,494799;77,385516
507;18,488485;77,373251
508;18,476329;77,379192
509;18,474967;77,388153
510;18,478328;77,376873
511;18,473309;77,402325
512;18,491015;77,370996
513;18,480693;77,382393
514;18,477898;77,396286
515;18,500687;77,387928
516;18,469249;77,394469
517;18,475332;77,400362
518;18,473024;77,371737
519;18,475547;77,390769
520;18,478799;77,399193
521;18,495031;77,405355
522;18,482318;77,385077
523;18,503805;77,402121
524;18,495358;77,395492
525;18,468305;77,37634
526;18,48965;77,39713
527;18,482138;77,376942
528;18,468779;77,396295
529;18,478394;77,379161
530;18,472401;77,392822
531;18,464761;77,405627
532;18,476669;77,393481
533;18,478022;77,369082
534;18,487971;77,405576
535;18,473343;77,393798
536;18,485483;77,380799
537;18,477562;77,41088
538;18,493351;77,381176
539;18,485977;77,379864
540;18,475205;77,408172
541;18,483188;77,406018
542;18,474897;77,385918
543;18,491602;77,398682
544;18,469827;77,370851
545;18,487666;77,416296
546;18,47715;77,402611
547;18,457735;77,393576
548;18,476817;77,40197
549;18,473079;77,37034
550;18,47775;77,395804
551;18,473267;77,389988
552;18,485196;77,373651
553;18,487007;77,387208
554;18,479995;77,37673
555;18,490751;77,376377
556;18,48502;77,401959
557;18,492441;77,385626
558;18,470242;77,398294
559;18,478201;77,399705
560;18,496619;77,400518
561;18,466631;77,39131
562;18,479407;77,381394
563;18,465332;77,397831
564;18,478575;77,379071
565;18,489305;77,39843
566;18,492333;77,390356
567;18,471303;77,390432
568;18,477472;77,386944
569;18,490731;77,383914
570;18,464193;77,389543
571;18,470352;77,375136
572;18,484417;77,404142
573;18,454306;77,389405
574;18,477259;77,386627
575;18,46321;77,403504
576;18,500322;77,39186
577;18,476417;77,393036
578;18,483949;77,388354
579;18,479183;77,382818
580;18,475145;77,376457
581;18,47;77,396101
582;18,489194;77,394162
583;18,479486;77,385707
584;18,494342;77,387425
585;18,475928;77,389914
586;18,459016;77,393423
587;18,467437;77,388484
588;18,470352;77,383377
589;18,483939;77,384409
590;18,488848;77,405329
591;18,480897;77,403902
592;18,497303;77,390697
593;18,479281;77,402185
594;18,480442;77,401802
595;18,48843;77,389235
596;18,477606;77,36365
597;18,472758;77,385325
598;18,49877;77,385364
599;18,467255;77,394134
600;18,491252;77,39106
601;18,497003;77,391277
602;18,477323;77,397307
603;18,483517;77,378693
604;18,476217;77,401023
605;18,487283;77,396636
606;18,481859;77,384793
607;18,473416;77,388887
608;18,475105;77,379168
609;18,483661;77,393445
610;18,46987;77,383102
611;18,491142;77,396706
612;18,488215;77,408617
613;18,474524;77,402049
614;18,489486;77,389865
615;18,484736;77,354333
616;18,497963;77,379705
617;18,482476;77,382569
618;18,501472;77,380181
619;18,462053;77,376483
620;18,483124;77,378576
621;18,459446;77,396098
622;18,489964;77,372519
623;18,485913;77,384074
624;18,466123;77,395847
625;18,481309;77,389938
626;18,488118;77,392361
627;18,47496;77,392416
628;18,46564;77,37713
629;18,489668;77,388288
630;18,491473;77,403385
631;18,494347;77,383469
632;18,478316;77,400576
633;18,461473;77,395016
634;18,485569;77,399553
635;18,482853;77,38284
636;18,480685;77,380167
637;18,481721;77,403779
638;18,474445;77,402888
639;18,490985;77,394187
640;18,497566;77,38737
641;18,474477;77,393771
642;18,477405;77,397028
643;18,473762;77,386457
644;18,480433;77,381868
645;18,491836;77,405242
646;18,47272;77,392242
647;18,468661;77,384629
648;18,485811;77,388369
649;18,457517;77,392028
650;18,476955;77,406404
651;18,466517;77,377607
652;18,486852;77,394127
653;18,469605;77,41429
654;18,486396;77,396358
655;18,506844;77,39911
656;18,472664;77,376245
657;18,458003;77,400558
658;18,463137;77,40126
659;18,480719;77,381069
660;18,484197;77,400091
661;18,476337;77,387793
662;18,468024;77,37362
663;18,477684;77,391775
664;18,480844;77,384601
665;18,49326;77,398601
666;18,492558;77,391369
667;18,471779;77,381024
668;18,470366;77,368813
669;18,477574;77,371544
670;18,479074;77,402049
671;18,483017;77,393666
672;18,478049;77,382045
673;18,485763;77,386082
674;18,485545;77,409113
675;18,499372;77,383793
676;18,481324;77,404893
677;18,483106;77,387981
678;18,466177;77,379215
679;18,478601;77,398646
680;18,480467;77,380919
681;18,469351;77,394275
682;18,47955;77,395142
683;18,476528;77,38446
684;18,475108;77,387039
685;18,478093;77,399524
686;18,474616;77,389711
687;18,481501;77,393054
688;18,471766;77,380902
689;18,47114;77,402364
690;18,495015;77,4012
691;18,485299;77,397056
692;18,488783;77,389291
693;18,47036;77,389639
694;18,474908;77,379887
695;18,489213;77,392347
696;18,4737;77,378269
697;18,489754;77,396403
698;18,476515;77,392904
699;18,486106;77,390411
700;18,479447;77,405404
701;18,477313;77,390003
702;18,487349;77,386704
703;18,479124;77,389819
704;18,49826;77,364701
705;18,49536;77,381164
706;18,471879;77,406969
707;18,48832;77,383686
708;18,480378;77,414198
709;18,468942;77,404813
710;18,494258;77,379597
711;18,490652;77,406444
712;18,468032;77,377888
713;18,479172;77,388902
714;18,480542;77,385413
715;18,462185;77,394669
716;18,485272;77,37685
717;18,479189;77,400713
718;18,474639;77,39758
719;18,467613;77,408391
720;18,491431;77,388124
721;18,475819;77,381132
722;18,487875;77,387624
723;18,466583;77,393333
724;18,480371;77,388737
725;18,493912;77,391925
726;18,492569;77,389858
727;18,468437;77,40737
728;18,481346;77,384352
729;18,500449;77,384136
730;18,464515;77,388507
731;18,496588;77,380478
732;18,491034;77,375396
733;18,477164;77,393415
734;18,486018;77,378141
735;18,472022;77,390765
736;18,477246;77,398789
737;18,473394;77,382376
738;18,48239;77,387327
739;18,454663;77,380158
740;18,478451;77,400133
741;18,489252;77,388344
742;18,480048;77,371331
743;18,479983;77,392727
744;18,484595;77,391276
745;18,476573;77,40523
746;18,462427;77,378051
747;18,465181;77,398354
748;18,469936;77,390973
749;18,485111;77,380823
750;18,474166;77,387442
751;18,479293;77,385203
752;18,48455;77,376583
753;18,483359;77,371037
754;18,503937;77,398304
755;18,452564;77,39451
756;18,489233;77,382611
757;18,495706;77,405387
758;18,475058;77,382661
759;18,470238;77,39865
760;18,468573;77,371804
761;18,468746;77,374847
762;18,483687;77,404764
763;18,489239;77,371341
764;18,49753;77,38848
765;18,467618;77,404444
766;18,492213;77,386282
767;18,467811;77,3963
768;18,481588;77,389221
769;18,484173;77,417022
770;18,478837;77,399517
771;18,481974;77,394413
772;18,469596;77,355319
773;18,469737;77,382136
774;18,473741;77,398378
775;18,480498;77,387501
776;18,483522;77,388956
777;18,464299;77,383267
778;18,479293;77,401022
779;18,475288;77,388622
780;18,474456;77,39004
781;18,468526;77,381539
782;18,462438;77,385908
783;18,482928;77,390801
784;18,483569;77,419099
785;18,4726;77,387595
786;18,477725;77,383124
787;18,495622;77,389751
788;18,484992;77,370408
789;18,482584;77,413324
790;18,472769;77,397794
791;18,479265;77,367874
792;18,481747;77,40224
793;18,491687;77,391742
794;18,462668;77,390914
795;18,479728;77,386368
796;18,475797;77,402779
797;18,477641;77,381787
798;18,461549;77,387372
799;18,465434;77,390898
800;18,47265;77,407338
801;18,475043;77,376697
802;18,475008;77,384578
803;18,497926;77,3926
804;18,48339;77,395191
805;18,478187;77,370075
806;18,467314;77,385736
807;18,480061;77,391044
808;18,492214;77,376965
809;18,491516;77,391788
810;18,476757;77,407321
811;18,489584;77,38847
812;18,492712;77,39341
813;18,474942;77,398958
814;18,48782;77,391505
815;18,474156;77,390333
816;18,484338;77,383018
817;18,47261;77,40579
818;18,483365;77,403532
819;18,476829;77,397656
820;18,462378;77,379683
821;18,473591;77,385475
822;18,480593;77,401928
823;18,472299;77,406898
824;18,476784;77,386354
825;18,488901;77,394695
826;18,471114;77,393742
827;18,46846;77,397149
828;18,498735;77,402839
829;18,481027;77,38856
830;18,499546;77,380907
831;18,480848;77,388783
832;18,48488;77,388326
833;18,473805;77,410269
834;18,480131;77,398089
835;18,48481;77,397534
836;18,501336;77,396047
837;18,480972;77,386067
838;18,474857;77,403238
839;18,47112;77,36588
840;18,469012;77,385245
841;18,484798;77,399927
842;18,478724;77,396236
843;18,493139;77,396116
844;18,469773;77,390694
845;18,47038;77,382551
846;18,47233;77,395686
847;18,478766;77,390642
848;18,48898;77,393768
849;18,469332;77,386077
850;18,479929;77,386864
851;18,472455;77,391603
852;18,480161;77,41318
853;18,49732;77,368955
854;18,472;77,394365
855;18,469323;77,386826
856;18,464407;77,375852
857;18,486229;77,392256
858;18,483807;77,394871
859;18,457153;77,393698
860;18,472865;77,395449
861;18,470065;77,376718
862;18,467139;77,382216
863;18,474558;77,382495
864;18,484052;77,396592
865;18,488562;77,396509
866;18,491565;77,387853
867;18,482919;77,396411
868;18,483861;77,382727
869;18,472257;77,393747
870;18,484106;77,383707
871;18,476838;77,394799
872;18,479479;77,379597
873;18,466597;77,395521
874;18,461308;77,374367
875;18,484017;77,400466
876;18,466319;77,404774
877;18,480244;77,390023
878;18,46663;77,398494
879;18,491112;77,392163
880;18,489062;77,386606
881;18,493109;77,385174
882;18,481152;77,391065
883;18,476855;77,383716
884;18,474101;77,392409
885;18,48989;77,383702
886;18,470086;77,386165
887;18,486983;77,37313
888;18,464929;77,391754
889;18,483;77,378609
890;18,491948;77,377187
891;18,476073;77,380255
892;18,488302;77,379695
893;18,467815;77,411883
894;18,49677;77,388
895;18,488765;77,390342
896;18,491944;77,396603
897;18,481794;77,389084
898;18,487857;77,380867
899;18,478629;77,398272
900;18,480682;77,388032
901;18,472646;77,389772
902;18,470156;77,378242
903;18,473021;77,38766
904;18,478838;77,400232
905;18,489362;77,378498
906;18,470062;77,37965
907;18,463221;77,399347
908;18,49462;77,392744
909;18,476351;77,39567
910;18,494361;77,381622
911;18,473269;77,398527
912;18,488228;77,384809
913;18,464812;77,38937
914;18,477;77,396946
915;18,482608;77,390352
916;18,464782;77,397368
917;18,497183;77,411825
918;18,486206;77,386245
919;18,474985;77,383863
920;18,505602;77,381358
921;18,487953;77,391311
922;18,49832;77,392015
923;18,482089;77,400092
924;18,48916;77,386586
925;18,473465;77,386515
926;18,472582;77,387734
927;18,475575;77,390873
928;18,478729;77,395951
929;18,47366;77,38858
930;18,472385;77,383737
931;18,492643;77,39256
932;18,47639;77,366263
933;18,472895;77,389577
934;18,475427;77,377793
935;18,492137;77,37284
936;18,469373;77,405162
937;18,491707;77,395607
938;18,479746;77,391416
939;18,477661;77,406911
940;18,483929;77,394066
941;18,472254;77,395491
942;18,463147;77,392758
943;18,480107;77,397592
944;18,479097;77,374603
945;18,489593;77,408876
946;18,475526;77,38631
947;18,491099;77,392267
948;18,486671;77,399929
949;18,470779;77,396537
950;18,485645;77,402147
951;18,471361;77,384601
952;18,471012;77,378808
953;18,486885;77,389729
954;18,472164;77,390659
955;18,464909;77,392775
956;18,502696;77,37505
957;18,476989;77,398098
958;18,464328;77,40037
959;18,488248;77,382246
960;18,468272;77,376135
961;18,479803;77,398195
962;18,477348;77,385821
963;18,486997;77,405956
964;18,488128;77,390194
965;18,479512;77,38666
966;18,47954;77,387962
967;18,490574;77,373902
968;18,478161;77,372329
969;18,473925;77,357626
970;18,487272;77,403364
971;18,488054;77,393553
972;18,49261;77,388044
973;18,484011;77,392723
974;18,491544;77,372966
975;18,474902;77,397429
976;18,487975;77,398332
977;18,485205;77,386143
978;18,48647;77,375201
979;18,47897;77,389329
980;18,492111;77,37444
981;18,48064;77,407348
982;18,470206;77,366198
983;18,465601;77,377093
984;18,490855;77,377306
985;18,479764;77,406065
986;18,478457;77,39666
987;18,487611;77,403357
988;18,479152;77,381475
989;18,467027;77,374443
990;18,4635;77,393963
991;18,458353;77,384697
992;18,470724;77,405046
993;18,492686;77,384642
994;18,468741;77,390615
995;18,471547;77,371113
996;18,466524;77,407658
997;18,490862;77,39279
998;18,477415;77,395832
999;18,474551;77,392224
1000;18,46622;77,371046
1001;18,45992;77,379491
1002;18,474685;77,395415
1003;18,481617;77,39723
1004;18,486359;77,388054
1005;18,470307;77,376276
1006;18,470228;77,400432
1007;18,481102;77,391919
1008;18,449504;77,396108
1009;18,469823;77,399119
1010;18,478278;77,373928
1011;18,464768;77,391686
1012;18,474154;77,386555
1013;18,458694;77,404585
1014;18,488279;77,387535
1015;18,477164;77,387199
1016;18,47649;77,402853
1017;18,484902;77,402992
1018;18,49592;77,405135
1019;18,485655;77,389914
1020;18,491176;77,400237
1021;18,462129;77,384099
1022;18,486517;77,374225
1023;18,477542;77,38798
1024;18,487811;77,390384
1025;18,477674;77,374899
1026;18,46662;77,391749
1027;18,496609;77,384472
1028;18,498156;77,395753
1029;18,478259;77,390817
1030;18,496485;77,396983
1031;18,491864;77,38824
1032;18,478213;77,39314
1033;18,482563;77,402895
1034;18,485771;77,376033
1035;18,4759;77,386849
1036;18,466955;77,38638
1037;18,48449;77,382865
1038;18,484321;77,385457
1039;18,488278;77,396343
1040;18,482291;77,396251
1041;18,473343;77,390072
1042;18,467209;77,406351
1043;18,486968;77,396253
1044;18,473896;77,379674
1045;18,475466;77,384394
1046;18,483245;77,367524
1047;18,48516;77,362777
1048;18,476814;77,403225
1049;18,485382;77,389217
1050;18,482849;77,378464
1051;18,48515;77,377363
1052;18,483645;77,382157
1053;18,472563;77,369427
1054;18,496324;77,394124
1055;18,479245;77,397736
1056;18,472662;77,386112
1057;18,498248;77,389914
1058;18,471439;77,382187
1059;18,488724;77,389592
1060;18,486668;77,393197
1061;18,479364;77,402302
1062;18,460385;77,380822
1063;18,486625;77,388451
1064;18,481802;77,40269
1065;18,471433;77,39541
1066;18,491374;77,382483
1067;18,479642;77,383166
1068;18,482312;77,385185
1069;18,467867;77,402264
1070;18,472536;77,397882
1071;18,481005;77,407298
1072;18,462357;77,399669
1073;18,462057;77,390644
1074;18,488563;77,376594
1075;18,467234;77,380214
1076;18,481561;77,373155
1077;18,485007;77,373577
1078;18,48195;77,392802
1079;18,480624;77,369326
1080;18,474506;77,385136
1081;18,482704;77,38752
1082;18,482279;77,404169
1083;18,483614;77,390715
1084;18,49055;77,404729
1085;18,474648;77,391223
1086;18,486478;77,39334
1087;18,48612;77,385379
1088;18,476082;77,390205
1089;18,487595;77,381986
1090;18,489112;77,381355
1091;18,489758;77,401107
1092;18,478184;77,390473
1093;18,486316;77,406612
1094;18,477254;77,381289
1095;18,477499;77,393422
1096;18,476254;77,397962
1097;18,492429;77,386962
1098;18,462502;77,397227
1099;18,476911;77,389192
1100;18,498747;77,394463
1101;18,49179;77,390446
1102;18,486651;77,396358
1103;18,480885;77,360427
1104;18,482543;77,404984
1105;18,470336;77,384156
1106;18,480431;77,368653
1107;18,492406;77,396389
1108;18,486215;77,407516
1109;18,475796;77,388988
1110;18,468385;77,390194
1111;18,487776;77,381267
1112;18,481414;77,370566
1113;18,470868;77,407636
1114;18,491133;77,377259
1115;18,456529;77,407348
1116;18,484678;77,393986
1117;18,491192;77,395105
1118;18,480202;77,398486
1119;18,466275;77,394074
1120;18,466091;77,374564
1121;18,473348;77,388675
1122;18,474586;77,401549
1123;18,482623;77,391023
1124;18,469354;77,381954
1125;18,466005;77,385764
1126;18,467579;77,394463
1127;18,484942;77,377294
1128;18,46173;77,393774
1129;18,467222;77,384289
1130;18,480363;77,38742
1131;18,473459;77,400833
1132;18,493037;77,411555
1133;18,468081;77,393173
1134;18,48532;77,387968
1135;18,478329;77,382141
1136;18,475696;77,387939
1137;18,472783;77,391337
1138;18,480678;77,400694
1139;18,477012;77,398621
1140;18,472823;77,404594
1141;18,491055;77,39601
1142;18,485449;77,387147
1143;18,480559;77,394085
1144;18,482366;77,389658
1145;18,481574;77,38958
1146;18,472267;77,389864
1147;18,48614;77,384905
1148;18,486007;77,389477
1149;18,477285;77,377039
1150;18,489673;77,378362
